PC,RES_CNT_High,NRP_CNT_High,UNC_CNT_High,TOT_CNT_High,RES_CNT_Medium,NRP_CNT_Medium,UNC_CNT_Medium,TOT_CNT_Medium,RES_CNT_Low,NRP_CNT_Low,UNC_CNT_Low,TOT_CNT_Low,RES_CNT_VeryLow,NRP_CNT_VeryLow,UNC_CNT_VeryLow,TOT_CNT_VeryLow,SORTOFF,DISTRICT,SECTOR,UNIT
FY5 2PU,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,FY,5,2,PU
PO12 1FJ,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,PO,12,1,FJ
ST17 4TJ,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,ST,17,4,TJ
DA14 5DF,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,DA,14,5,DF
HU7 6DG,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,57,HU,7,6,DG
HA7 1DA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,HA,7,1,DA
LS21 2FD,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,LS,21,2,FD
SS12 9DU,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,2,SS,12,9,DU
BA12 8RB,0,0,0,0,0,0,0,0,15,1,0,16,1,0,0,1,BA,12,8,RB
YO8 3NF,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,YO,8,3,NF
DE21 4NH,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,DE,21,4,NH
CA28 7BY,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,CA,28,7,BY
OX28 1AL,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,OX,28,1,AL
HU8 9NA,0,0,0,0,0,0,0,0,15,0,0,15,22,0,0,22,HU,8,9,NA
TN29 0BD,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,10,TN,29,0,BD
DT7 3SE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,DT,7,3,SE
RG17 7JG,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,RG,17,7,JG
IP15 5PD,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,IP,15,5,PD
DT11 0AN,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DT,11,0,AN
SL4 5GS,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,SL,4,5,GS
M3 6AP,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,M,3,6,AP
SG12 0TZ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SG,12,0,TZ
SE17 2TU,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,SE,17,2,TU
SE16 4UT,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,SE,16,4,UT
SO51 8HQ,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,SO,51,8,HQ
PE11 5AN,0,0,0,0,13,0,0,13,24,0,0,24,16,0,0,16,PE,11,5,AN
NR8 5BH,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NR,8,5,BH
DE6 1BX,0,0,0,0,0,0,0,0,9,4,1,14,13,6,0,19,DE,6,1,BX
HU4 7EB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,HU,4,7,EB
SO21 3BW,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,SO,21,3,BW
YO1 7NG,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,YO,1,7,NG
GL52 5JR,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GL,52,5,JR
ME3 8QQ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ME,3,8,QQ
SW6 2RA,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,SW,6,2,RA
WF14 8PL,20,0,0,20,28,0,0,28,1,0,0,1,0,0,0,0,WF,14,8,PL
SW16 6QU,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,SW,16,6,QU
NE13 7AW,1,0,0,1,1,0,0,1,6,0,0,6,0,0,0,0,NE,13,7,AW
PE22 0LR,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,PE,22,0,LR
SP8 4AR,1,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,SP,8,4,AR
PE14 7SP,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,PE,14,7,SP
CT13 9DR,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,9,CT,13,9,DR
PE12 8LP,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,PE,12,8,LP
PR9 8PS,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,55,PR,9,8,PS
BS21 5HU,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,BS,21,5,HU
DE14 3PW,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,DE,14,3,PW
PL7 5FP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PL,7,5,FP
M29 8PR,8,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,M,29,8,PR
SP4 0AJ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,SP,4,0,AJ
HD9 2NY,1,1,0,2,2,0,0,2,2,2,0,4,0,0,0,0,HD,9,2,NY
HU9 5AF,0,0,0,0,0,0,0,0,19,0,0,19,1,0,0,1,HU,9,5,AF
PE1 1DY,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,PE,1,1,DY
DT4 8AR,0,1,0,1,7,7,0,14,0,0,0,0,0,0,0,0,DT,4,8,AR
SK1 1XB,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,SK,1,1,XB
DE23 6XL,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,DE,23,6,XL
PE29 3RP,0,3,4,7,0,0,0,0,23,1,0,24,0,0,0,0,PE,29,3,RP
PE30 5FG,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,PE,30,5,FG
ME2 4DR,19,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,ME,2,4,DR
PL7 1AA,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,4,PL,7,1,AA
EX1 3DG,11,0,0,11,2,0,0,2,0,0,0,0,0,0,0,0,EX,1,3,DG
LN12 1NT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LN,12,1,NT
SE16 5QT,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,21,SE,16,5,QT
PE11 3DX,0,0,0,0,0,1,0,1,4,0,0,4,12,0,0,12,PE,11,3,DX
EX39 6AH,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EX,39,6,AH
NG10 3LJ,1,0,0,1,1,0,0,1,10,1,0,11,0,0,0,0,NG,10,3,LJ
EX13 8AD,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,EX,13,8,AD
IG11 8LF,0,0,0,0,0,0,0,0,33,1,0,34,0,0,0,0,IG,11,8,LF
DN21 1LP,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,23,DN,21,1,LP
NN5 4HH,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NN,5,4,HH
HD5 0RD,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HD,5,0,RD
HX3 5WL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,HX,3,5,WL
DN21 4UX,0,0,0,0,2,0,2,4,0,0,1,1,2,0,1,3,DN,21,4,UX
PR3 1SD,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,PR,3,1,SD
TN38 0BT,76,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,TN,38,0,BT
EX4 4FE,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,EX,4,4,FE
CB7 5UJ,0,0,0,0,0,0,0,0,1,1,7,9,0,0,0,0,CB,7,5,UJ
SE16 2PT,0,0,0,0,0,0,0,0,50,1,0,51,0,0,0,0,SE,16,2,PT
WR11 7PB,0,0,0,0,2,0,2,4,0,0,2,2,0,0,0,0,WR,11,7,PB
EX9 6LQ,11,20,0,31,0,1,0,1,0,0,0,0,0,0,0,0,EX,9,6,LQ
ST6 1NG,0,2,0,2,0,2,2,4,1,2,0,3,0,0,0,0,ST,6,1,NG
GU34 1SJ,4,2,3,9,0,2,0,2,0,0,0,0,0,0,0,0,GU,34,1,SJ
BD23 1SR,1,0,0,1,3,0,0,3,3,0,0,3,0,0,0,0,BD,23,1,SR
DN8 5UQ,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,37,DN,8,5,UQ
E14 8JP,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,68,E,14,8,JP
TQ12 2EW,0,0,0,0,0,0,0,0,6,9,0,15,10,4,0,14,TQ,12,2,EW
TW15 3RL,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,TW,15,3,RL
OL15 8JG,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,OL,15,8,JG
PO21 1NF,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,4,PO,21,1,NF
PE8 6XD,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,1,PE,8,6,XD
YO23 7AF,1,0,1,2,3,0,0,3,1,0,0,1,0,0,0,0,YO,23,7,AF
BA14 8NZ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,BA,14,8,NZ
SL1 5JF,1,0,0,1,1,0,0,1,0,0,0,0,4,0,1,5,SL,1,5,JF
EX2 9EN,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,EX,2,9,EN
SL7 1PX,0,0,0,0,4,0,0,4,21,7,1,29,0,0,0,0,SL,7,1,PX
BD19 4EJ,0,2,0,2,0,0,0,0,0,1,2,3,0,0,0,0,BD,19,4,EJ
WR8 0RA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,WR,8,0,RA
NN15 6GS,2,0,0,2,11,0,0,11,29,1,0,30,0,0,0,0,NN,15,6,GS
PL15 9NN,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,PL,15,9,NN
YO8 5AZ,1,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,YO,8,5,AZ
CT5 1RH,1,0,0,1,3,0,0,3,6,0,0,6,4,0,0,4,CT,5,1,RH
E12 5LZ,0,0,0,0,0,0,0,0,63,0,0,63,0,0,0,0,E,12,5,LZ
EX10 0QJ,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,EX,10,0,QJ
SE16 4DT,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,SE,16,4,DT
BS21 5JF,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,BS,21,5,JF
OX14 5PP,21,0,0,21,14,0,0,14,0,0,0,0,0,0,0,0,OX,14,5,PP
TN24 0DH,0,0,0,0,0,0,0,0,7,1,0,8,0,0,0,0,TN,24,0,DH
CM9 6YW,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,CM,9,6,YW
BS21 6DB,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,BS,21,6,DB
PE6 9ES,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,PE,6,9,ES
CV5 8GQ,5,0,0,5,11,0,0,11,3,0,1,4,0,0,0,0,CV,5,8,GQ
SE3 9DP,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,SE,3,9,DP
CO12 3FP,9,0,0,9,7,0,0,7,0,0,0,0,0,0,0,0,CO,12,3,FP
EN9 1RS,0,0,0,0,0,18,0,18,4,2,0,6,9,1,0,10,EN,9,1,RS
LE12 6UQ,3,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,LE,12,6,UQ
TN16 1SX,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TN,16,1,SX
DL10 6AP,0,0,0,0,8,1,2,11,11,0,0,11,0,0,0,0,DL,10,6,AP
HU6 7BH,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,HU,6,7,BH
CA7 4TG,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,CA,7,4,TG
B13 0BG,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,B,13,0,BG
EX6 8BP,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,EX,6,8,BP
EN8 7QE,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,EN,8,7,QE
BL0 9FW,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,BL,0,9,FW
DN17 4NA,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,DN,17,4,NA
LS8 5AW,0,0,0,0,0,0,0,0,9,2,1,12,0,0,0,0,LS,8,5,AW
PE11 4XZ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,PE,11,4,XZ
ME2 4EJ,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,ME,2,4,EJ
BB4 7RG,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,BB,4,7,RG
PE24 4SX,0,0,0,0,6,0,0,6,11,1,0,12,0,0,0,0,PE,24,4,SX
CR8 2DE,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,CR,8,2,DE
AL2 1NJ,0,0,0,0,0,1,0,1,8,0,0,8,0,0,0,0,AL,2,1,NJ
BA5 2RH,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,BA,5,2,RH
CV1 1HP,0,0,0,0,0,0,0,0,1,4,0,5,0,0,0,0,CV,1,1,HP
NG4 2BX,0,0,0,0,0,0,0,0,19,1,0,20,0,0,0,0,NG,4,2,BX
B78 2DG,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,B,78,2,DG
SG13 7DE,3,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,SG,13,7,DE
CV12 8SL,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,CV,12,8,SL
PE12 0QZ,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,PE,12,0,QZ
DN31 1RN,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,34,DN,31,1,RN
BD17 7AP,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,BD,17,7,AP
RM18 7PP,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,RM,18,7,PP
DN37 9TS,0,0,0,0,0,0,0,0,0,17,0,17,0,1,0,1,DN,37,9,TS
PE11 1YD,0,0,0,0,40,1,0,41,0,0,0,0,0,0,0,0,PE,11,1,YD
KT2 6QF,0,0,0,0,0,0,0,0,0,21,1,22,0,0,0,0,KT,2,6,QF
GU9 7UG,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,GU,9,7,UG
NG7 1HJ,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,NG,7,1,HJ
KT2 5US,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,KT,2,5,US
CV9 3RT,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,CV,9,3,RT
DT9 3LN,0,0,0,0,0,1,0,1,0,3,0,3,0,0,0,0,DT,9,3,LN
SE1 3HS,0,0,0,0,0,0,0,0,0,0,0,0,91,3,0,94,SE,1,3,HS
LA22 0HS,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,0,LA,22,0,HS
BS3 2LF,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,BS,3,2,LF
OL12 8DN,0,0,0,0,0,0,0,0,6,6,1,13,0,0,0,0,OL,12,8,DN
PE11 2YU,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,PE,11,2,YU
RM18 8LS,0,0,0,0,0,0,0,0,5,0,1,6,33,0,0,33,RM,18,8,LS
PE22 9NQ,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,PE,22,9,NQ
BN17 5BP,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,BN,17,5,BP
L39 3NB,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,L,39,3,NB
SE8 3DY,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,SE,8,3,DY
ST16 1FX,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,ST,16,1,FX
BN18 9JU,1,0,0,1,3,0,0,3,7,0,0,7,0,0,0,0,BN,18,9,JU
DE14 2NJ,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,12,DE,14,2,NJ
BN18 0AY,0,0,0,0,3,0,0,3,20,3,0,23,0,0,0,0,BN,18,0,AY
SW19 2RA,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,SW,19,2,RA
BD22 9HW,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,BD,22,9,HW
E10 7QX,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,E,10,7,QX
PO16 9NP,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,PO,16,9,NP
EX37 9DD,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,EX,37,9,DD
TS24 7NA,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,TS,24,7,NA
DE14 3DT,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,DE,14,3,DT
SO23 0EW,0,0,0,0,0,0,0,0,9,0,0,9,1,0,0,1,SO,23,0,EW
TA6 4UQ,0,0,0,0,0,0,0,0,60,1,0,61,0,0,0,0,TA,6,4,UQ
SN3 5AF,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,SN,3,5,AF
KT15 2BD,2,3,1,6,3,1,0,4,9,11,0,20,0,0,0,0,KT,15,2,BD
BN24 6EQ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,BN,24,6,EQ
CV31 1DB,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,CV,31,1,DB
PR4 6AL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PR,4,6,AL
UB8 2LF,0,0,0,0,0,0,0,0,35,2,0,37,0,0,0,0,UB,8,2,LF
ST4 8TE,0,0,0,0,0,0,0,0,29,1,0,30,0,0,0,0,ST,4,8,TE
NG20 0SH,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NG,20,0,SH
BN9 9ST,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,BN,9,9,ST
NR14 6DG,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NR,14,6,DG
GL2 7LD,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,9,GL,2,7,LD
NR29 4BQ,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,22,NR,29,4,BQ
TN39 4TR,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,TN,39,4,TR
CB10 1AA,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,CB,10,1,AA
BL6 7NS,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,BL,6,7,NS
SW1V 4ER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SW,1V,4,ER
TR2 4RX,1,0,0,1,1,0,0,1,0,1,1,2,0,0,0,0,TR,2,4,RX
TR3 7AF,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TR,3,7,AF
HU12 9HN,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,HU,12,9,HN
ME12 1ED,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,ME,12,1,ED
SP3 6NH,2,0,0,2,2,0,1,3,8,3,0,11,0,0,0,0,SP,3,6,NH
LE11 5AP,0,0,0,0,0,0,0,0,0,73,0,73,0,0,0,0,LE,11,5,AP
CO14 8DZ,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,CO,14,8,DZ
EX5 5DL,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EX,5,5,DL
SL6 8AW,0,0,0,0,0,0,0,0,10,12,0,22,2,0,0,2,SL,6,8,AW
HD5 8SX,0,0,0,0,0,0,0,0,0,0,1,1,16,0,1,17,HD,5,8,SX
EX33 1JA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,EX,33,1,JA
S60 8DZ,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,S,60,8,DZ
BL0 0NF,0,0,0,0,24,0,4,28,14,0,1,15,0,0,0,0,BL,0,0,NF
B35 7NR,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,B,35,7,NR
RM11 2AL,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,RM,11,2,AL
CT5 2QX,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,CT,5,2,QX
BD23 1SU,44,0,0,44,12,0,0,12,0,0,0,0,0,0,0,0,BD,23,1,SU
TN33 0RG,0,1,1,2,0,0,0,0,1,0,1,2,0,0,0,0,TN,33,0,RG
SE1 3QN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SE,1,3,QN
RG14 1BU,0,1,0,1,5,1,0,6,4,4,1,9,0,0,0,0,RG,14,1,BU
TS10 3JU,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,TS,10,3,JU
M14 4RB,0,0,0,0,0,0,0,0,27,25,0,52,0,0,0,0,M,14,4,RB
CT14 6JY,0,0,0,0,0,0,0,0,0,3,0,3,5,1,1,7,CT,14,6,JY
GU3 1JA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,GU,3,1,JA
DN17 2AS,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2,39,DN,17,2,AS
HD1 4RY,0,0,0,0,0,0,0,0,1,2,2,5,0,0,0,0,HD,1,4,RY
TN22 1EY,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,TN,22,1,EY
HU9 2LF,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,HU,9,2,LF
WV5 7EU,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,WV,5,7,EU
B36 8RB,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,B,36,8,RB
PE21 0AB,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,PE,21,0,AB
BH25 6AY,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,BH,25,6,AY
GL12 8RN,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,GL,12,8,RN
SL2 5NU,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,SL,2,5,NU
B63 3BJ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,B,63,3,BJ
TQ12 5DW,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,TQ,12,5,DW
NR13 3AX,0,3,4,7,0,2,1,3,0,4,2,6,3,0,0,3,NR,13,3,AX
BN7 2LW,0,0,0,0,6,1,0,7,3,0,0,3,0,0,0,0,BN,7,2,LW
CV31 1DW,0,0,0,0,0,0,0,0,36,3,0,39,0,0,0,0,CV,31,1,DW
TA9 3RR,0,0,0,0,0,0,0,0,0,0,1,1,19,1,0,20,TA,9,3,RR
WR2 4RD,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,WR,2,4,RD
CB4 1BJ,1,1,0,2,12,0,1,13,0,0,0,0,0,0,0,0,CB,4,1,BJ
BA12 9HP,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,5,BA,12,9,HP
SO23 7DD,0,0,0,0,0,1,0,1,0,2,0,2,0,5,0,5,SO,23,7,DD
HU9 2QL,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,3,HU,9,2,QL
RM10 9BJ,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,RM,10,9,BJ
DN17 3HU,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,DN,17,3,HU
PE27 5ES,0,0,0,0,0,0,4,4,18,1,1,20,0,0,0,0,PE,27,5,ES
DE14 2RU,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,54,DE,14,2,RU
FY1 6DY,0,0,0,0,0,0,0,0,43,10,0,53,0,0,0,0,FY,1,6,DY
HU3 3JN,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,HU,3,3,JN
TN22 1FB,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,TN,22,1,FB
TW18 4RS,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,TW,18,4,RS
LN1 2LT,0,0,1,1,0,0,0,0,2,0,5,7,0,0,0,0,LN,1,2,LT
FY6 0AQ,5,1,0,6,3,0,0,3,1,0,0,1,0,0,0,0,FY,6,0,AQ
DA1 4FN,15,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DA,1,4,FN
KT15 2HY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,KT,15,2,HY
TN24 9TA,1,0,0,1,0,0,0,0,4,1,0,5,0,0,0,0,TN,24,9,TA
RM18 8DW,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,RM,18,8,DW
S11 9RE,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,S,11,9,RE
BN18 9ND,1,0,0,1,0,1,1,2,1,0,1,2,0,0,0,0,BN,18,9,ND
PE22 8PD,0,0,0,0,0,0,0,0,5,1,4,10,0,0,0,0,PE,22,8,PD
WS1 1RE,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,WS,1,1,RE
WF1 5BZ,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,WF,1,5,BZ
HU6 8EL,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,HU,6,8,EL
CA2 5AY,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,CA,2,5,AY
TW16 7RQ,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,TW,16,7,RQ
NE4 7LN,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NE,4,7,LN
OL12 8RB,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,OL,12,8,RB
NG10 4RB,0,0,0,0,0,0,0,0,16,1,0,17,0,0,0,0,NG,10,4,RB
SY15 6SP,0,0,0,0,0,0,1,1,2,36,1,39,0,0,0,0,SY,15,6,SP
WR15 8HT,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,WR,15,8,HT
LN11 9YD,1,0,1,2,0,0,1,1,1,0,0,1,0,0,1,1,LN,11,9,YD
RH10 6RE,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,RH,10,6,RE
AL2 3PN,0,1,0,1,0,0,0,0,0,4,1,5,0,0,0,0,AL,2,3,PN
NG17 3DW,0,0,0,0,0,0,1,1,3,0,0,3,0,0,0,0,NG,17,3,DW
ME13 7BY,7,9,0,16,1,0,0,1,0,0,0,0,0,0,0,0,ME,13,7,BY
TA24 5AE,0,0,0,0,0,13,0,13,0,0,0,0,0,1,0,1,TA,24,5,AE
SE8 5EN,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,63,SE,8,5,EN
BB5 3TA,0,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,BB,5,3,TA
DN14 7YD,1,1,3,5,0,0,0,0,0,0,0,0,0,0,1,1,DN,14,7,YD
WS7 0LN,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,WS,7,0,LN
SS8 7QR,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,43,SS,8,7,QR
SW6 2QY,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,47,SW,6,2,QY
NG2 4DS,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NG,2,4,DS
BB10 4LL,0,0,0,0,0,0,0,0,21,0,0,21,1,0,0,1,BB,10,4,LL
DL11 6TT,0,2,2,4,0,0,2,2,1,0,0,1,0,0,0,0,DL,11,6,TT
ME13 0PY,1,4,4,9,0,0,0,0,7,1,0,8,0,0,0,0,ME,13,0,PY
